	E18	E19	E20	E22	E23	E24	F18	F19	F20	F21	F22	F23	F24
ENSG00000143761	2.685979875523026	2.6924852150526224	2.1414128996313955	2.3387343760135995	2.56648753502476	2.512646556280003	2.6663569225350594	2.4174646861946107	2.435882527167609	2.004197054157182	2.1175694944688788	2.5034991715362125	2.5930709540492063
ENSG00000164924	2.43388030514666	2.8427457367611098	2.3039587453607853	2.7215097261622607	2.6386720581217435	2.535935972401916	2.752578567797237	2.590116535773875	2.6035099057532824	2.627582247514544	2.612122169072556	2.676646719185408	2.657065353270214
ENSG00000131236	2.8006871468137056	3.1548009296526702	2.443740581876288	2.9354312334490333	3.004049870045528	2.8495233168439817	3.0983259662941856	2.96118357354665	3.0842831085952045	2.873132184549092	3.103155660693246	2.6991049885520875	2.80114350413161
ENSG00000111669	3.054549504457584	2.8770303033851587	2.9846024371720583	2.919252033075918	2.847421287247678	3.074549687214033	2.9739825108451683	2.590116535773875	3.1754243532599418	2.992697369858837	2.7903337728849547	2.9527416450062773	3.0174830441749068
ENSG00000011304	2.2942398221715004	2.6511065642734972	2.9056076788892424	2.6168316462236088	2.6840537487955904	2.975794429697644	3.1176257725304803	2.8034959629084995	2.842589356975087	2.3330360826740586	2.5621232530421887	2.5301468796845668	2.80114350413161
ENSG00000164111	2.166533415171936	2.206229769791662	2.5069276034413663	2.594513824469708	2.245643741973999	2.112350687559125	2.571993598287207	2.3855521425628154	2.288690330418187	2.1262241646569886	2.395112047787219	2.326719510962986	2.6875895858852368
ENSG00000145741	2.6446212505595708	2.6079415370416053	1.947218432174188	2.7014323991002818	2.70599494256096	2.488801783625572	2.5037440563004294	2.3525875218069245	2.5232044791625534	2.5800845271799484	2.659739783593221	2.5561028800427184	2.7459774913169404
ENSG00000118181	2.4074687383390714	2.515584580233269	2.5069276034413663	2.7215097261622607	2.809012781138686	2.779857149932886	2.752578567797237	2.6664150851767108	2.957267985910577	2.3934496771382205	2.7903337728849547	2.8626375306542107	2.7739408606177527
ENSG00000147403	2.7824598867702033	2.6511065642734972	2.3762900480414544	2.9670248962424384	2.4613437942509466	2.7616549397016037	2.779742636556036	2.96118357354665	2.677843010628103	2.6948492580261068	2.8687912206897366	2.6536724656594326	2.878574760164208
ENSG00000106803	2.352456023311121	2.138039356080488	2.7740195691933027	2.524406565585672	2.4613437942509466	2.2439467454330733	2.6044475427180047	2.3184990833745385	2.677843010628103	2.004197054157182	2.7486690645314904	2.784210402863724	2.5594694808815084
ENSG00000142089	1.6971643667905076	1.306656889096427	2.0490222138051717	1.5317711737406094	1.97024568578297	1.623318283324109	1.3920215809947856	1.5842348288786967	1.981765143851296	1.2720201853206812	1.8432488097967388	1.0922310265363588	1.689751109143946
ENSG00000150991	2.5091709664144837	2.270065611755776	1.8338635979715132	2.367464471991997	2.769069933789831	2.3602219269555587	2.8319525534549435	2.3855521425628154	2.5641630961335684	2.6041153650220688	2.395112047787219	2.5561028800427184	2.2401191773187983
ENSG00000100097	2.0200969749905093	2.0261534740388503	1.7059969450600094	1.9521675931703708	2.097653932290461	2.3602219269555587	2.3917519732811154	1.993587358265111	2.4804963409059084	1.7604580092244055	1.943286174321888	1.601775496823157	2.088030949626998
ENSG00000181524	2.706034935182694	2.6079415370416053	2.5069276034413663	2.7215097261622607	2.6840537487955904	2.8826170600385943	2.8815713193954786	2.616201591758859	2.71303523555339	2.9261338919062436	3.2422506325320066	2.8044013211464702	2.878574760164208
ENSG00000103187	2.484698567267668	2.465997068683663	2.726005662049133	2.4999010008205125	2.4043128731011283	2.558695313348544	2.3917519732811154	2.3184990833745385	2.5641630961335684	2.3934496771382205	2.7051926506149173	2.2600923681785776	2.657065353270214
ENSG00000204525	1.6971643667905076	0.7872049097540249	1.1797118194452545	1.5950469851464726	1.5202824910847432	1.5015126666963874	1.5865134714122782	1.2430776505146903	1.7390009033819025	1.1777458874033633	1.6069890837195968	1.1972714076684876	1.6046904234017885
ENSG00000111057	2.9513110441256023	2.8600349418162354	2.726005662049133	2.9354312334490333	2.8844089830241812	2.930290605281077	2.857069657601491	2.8453095597055285	3.0100251998614382	2.873132184549092	2.7486690645314904	3.0031480051672945	2.903107800963989
ENSG00000088832	2.836174260750944	2.515584580233269	2.56635820688419	2.548325943845429	2.56648753502476	2.704971734719701	2.4677891343364937	2.507512074908348	2.8725153145830737	2.5302177826161296	2.612122169072556	2.476121876876139	2.451308227429758
ENSG00000131143	2.5330587458097407	2.6511065642734972	2.22598483706381	2.7794307992128187	2.828401424527329	2.7431152567738235	2.752578567797237	2.641623479726876	2.9015716699228835	2.5554619592236025	2.659739783593221	2.5561028800427184	2.6875895858852368
ENSG00000089280	2.3237715036903843	2.413821755312331	2.3039587453607853	2.548325943845429	2.7274650383022254	2.4136535814465607	3.078646334964781	2.535811872549662	2.5232044791625534	2.6505110386333426	2.5621232530421887	2.151007941877523	2.5246995738640385
ENSG00000140264	2.200021228456535	2.6079415370416053	2.5069276034413663	2.214771748364992	2.2106484639751343	2.076555757340844	2.571993598287207	2.0404600276228955	2.3401995299890537	2.1638011006211717	2.7903337728849547	1.8889767132421191	2.1413388149122516
ENSG00000182774	2.484698567267668	2.732219489868553	2.0490222138051717	2.474779795140703	2.4886841852663344	2.5809481725109182	2.695931228049864	2.7819147048075945	3.0353954882059933	2.8911133649354883	2.659739783593221	2.5301468796845668	2.903107800963989
ENSG00000113739	2.3237715036903843	2.539485720381013	2.0490222138051717	1.9941745167476823	2.2106484639751343	1.9607746414466645	2.309453831212128	1.993587358265111	2.389184996784349	2.1638011006211717	2.2659387583514485	1.7837765086213295	2.286075966975496
ENSG00000102172	2.8006871468137056	2.9579269007463145	2.9056076788892424	2.7215097261622607	2.8844089830241812	2.779857149932886	2.9288440140377667	3.159070988135442	2.8725153145830737	2.6505110386333426	2.659739783593221	2.676646719185408	2.853424679688444
ENSG00000173113	2.5330587458097407	2.5628289058407345	2.56635820688419	2.214771748364992	2.433234844335313	2.2126353856990386	2.4677891343364937	2.563332783431971	2.389184996784349	2.0871798849030068	2.0342198732465477	2.1887071466327632	2.1919481955522104
ENSG00000117724	2.9197449586443605	2.7515098393912547	2.726005662049133	2.7014323991002818	2.1743839655517982	2.2126353856990386	2.695931228049864	2.283207488987023	2.6413669755480282	2.3330360826740586	2.83033174590855	2.4190106462667242	2.1919481955522104
ENSG00000123689	2.887149886094309	3.10239245311238	3.021876657129415	3.0273667443330994	2.9024021346432187	2.990513586693754	2.9958100041656404	2.737302583119265	3.3901775291362157	2.6948492580261068	2.941538395615248	2.899658984471011	2.80114350413161
ENSG00000139644	2.484698567267668	2.413821755312331	2.3039587453607853	2.548325943845429	2.3121615982006736	2.488801783625572	2.6044475427180047	2.2086526058801232	2.5232044791625534	2.3636990358420187	2.2659387583514485	2.476121876876139	2.412488600473205
ENSG00000170889	2.6446212505595708	2.172715691922316	2.3039587453607853	2.367464471991997	2.4886841852663344	2.685340127345893	2.779742636556036	2.4483902357090885	2.71303523555339	2.3934496771382205	2.332609671946015	2.5561028800427184	2.286075966975496
ENSG00000245910	2.9513110441256023	2.6924852150526224	2.945884876783333	2.9670248962424384	2.5911325565940992	2.7616549397016037	3.0380856566550207	2.9049239769000628	3.1754243532599418	2.873132184549092	3.041606484772037	2.8435998161256606	2.927053355732266
ENSG00000062716	2.0587649741737533	2.064856497291994	2.443740581876288	2.073238637848157	2.097653932290461	1.5642689056891417	2.5037440563004294	1.9444091313052736	2.5232044791625534	1.9136998046446296	2.8687912206897366	2.151007941877523	2.088030949626998
ENSG00000158417	2.887149886094309	2.789008843104237	2.9056076788892424	2.7215097261622607	3.0200302159305794	2.930290605281077	2.6044475427180047	2.590116535773875	2.7470309561500894	2.797788553311294	2.7051926506149173	2.899658984471011	2.5594694808815084
ENSG00000088247	2.7638942158722997	2.6079415370416053	2.5069276034413663	2.1812217989144536	2.3121615982006736	2.665315389298337	2.6358812525486184	2.737302583119265	2.6413669755480282	2.5800845271799484	2.612122169072556	2.7636033957577584	2.657065353270214
ENSG00000088986	2.380340632982969	2.5856395935587795	2.443740581876288	2.6809436996161877	2.6840537487955904	2.3602219269555587	2.857069657601491	2.507512074908348	2.8725153145830737	2.7578752035584846	2.83033174590855	2.6060771791392203	2.853424679688444
ENSG00000113810	2.5791877049152414	2.7125496910537987	2.0490222138051717	2.6386622369630524	2.7484838413584374	2.5809481725109182	2.72465595944146	2.641623479726876	2.6413669755480282	2.4777332335760707	2.659739783593221	2.4190106462667242	1.7681402545969311
ENSG00000130826	2.7824598867702033	3.3511897751240625	2.9846024371720583	2.798015551282359	3.0963120338689114	2.779857149932886	2.8319525534549435	2.641623479726876	2.4804963409059084	2.7163023109465234	2.8687912206897366	2.5814021759324444	2.878574760164208
ENSG00000198258	2.5791877049152414	2.440249656323187	2.22598483706381	2.6168316462236088	2.343831661134702	2.2743073965860763	3.1176257725304803	2.4783880156731413	2.677843010628103	2.5554619592236025	2.2659387583514485	2.7210699427814067	2.5594694808815084
ENSG00000106028	2.43388030514666	2.465997068683663	2.6224540728668497	2.3091543838340334	2.6386720581217435	2.535935972401916	2.6663569225350594	2.4483902357090885	2.842589356975087	2.7578752035584846	2.612122169072556	2.676646719185408	2.80114350413161
ENSG00000057019	2.601478015372653	2.629756935025604	1.947218432174188	2.422561015629579	2.5911325565940992	2.704971734719701	2.8319525534549435	2.616201591758859	2.435882527167609	2.5800845271799484	2.5621232530421887	2.5561028800427184	2.657065353270214
ENSG00000175606	3.109085373869432	2.5628289058407345	2.675569635477776	2.7794307992128187	2.6616203186014418	2.779857149932886	3.3547563304094314	2.6664150851767108	2.7799088644524943	2.5800845271799484	2.83033174590855	3.0353938340617344	3.298314493457464
ENSG00000242299	2.685979875523026	2.5856395935587795	2.1414128996313955	2.6386622369630524	2.6151847812854334	2.602716602315934	2.9054869791678484	2.641623479726876	2.288690330418187	2.9599693657422064	2.83033174590855	2.2939607339836967	2.717209621519688
ENSG00000147065	2.3237715036903843	2.5856395935587795	2.1414128996313955	2.7215097261622607	2.6386720581217435	2.685340127345893	2.752578567797237	2.8655784833518188	2.983994467998088	2.450420473716831	3.041606484772037	2.2939607339836967	2.717209621519688
ENSG00000142669	2.3237715036903843	2.3300698122298296	2.6224540728668497	2.1105437308877364	2.433234844335313	2.3602219269555587	2.8815713193954786	2.4783880156731413	2.435882527167609	2.0871798849030068	1.943286174321888	2.2600923681785776	2.286075966975496
ENSG00000075618	2.263809412174763	1.6468034764417927	1.7059969450600094	1.7107219549169996	2.014543438433449	2.2743073965860763	2.2197703657889907	2.0404600276228955	2.435882527167609	2.3934496771382205	2.1175694944688788	2.151007941877523	2.286075966975496
ENSG00000125356	2.459612213447912	2.6924852150526224	3.0924992967699283	2.367464471991997	2.6151847812854334	2.7431152567738235	2.951667926309592	2.737302583119265	3.196968414084671	2.6041153650220688	2.905826181267292	2.8241926215920494	2.878574760164208
ENSG00000171345	2.6232822822664517	2.8770303033851587	2.863639898271213	2.7014323991002818	2.6386720581217435	2.8826170600385943	2.857069657601491	2.8655784833518188	2.6035099057532824	2.873132184549092	2.9760191012490176	2.8241926215920494	2.488677035812789
ENSG00000137309	2.352456023311121	2.172715691922316	2.0490222138051717	2.214771748364992	2.245643741973999	2.180311846641641	2.571993598287207	2.169181535323699	2.71303523555339	2.0465489914439448	2.332609671946015	2.2939607339836967	2.0317205459599017
ENSG00000167283	2.7638942158722997	2.358773599664412	2.819833373346176	2.5716865254970958	2.245643741973999	2.512646556280003	2.8815713193954786	2.8453095597055285	2.8725153145830737	2.5043197970686464	2.7486690645314904	2.7636033957577584	2.5930709540492063
ENSG00000188229	2.352456023311121	2.491098158135223	1.947218432174188	2.5716865254970958	2.5911325565940992	2.685340127345893	2.6358812525486184	2.563332783431971	2.5641630961335684	2.2687366720465336	2.9760191012490176	2.676646719185408	2.6255799767242594
ENSG00000131711	2.200021228456535	2.440249656323187	1.947218432174188	2.2786726752019435	2.1367547057079483	2.180311846641641	2.5037440563004294	2.3184990833745385	1.981765143851296	2.1262241646569886	2.194503286002198	2.3891834184862977	2.2401191773187983
ENSG00000150093	2.5791877049152414	2.7125496910537987	2.3039587453607853	2.247232541021911	2.769069933789831	2.3872945794703218	2.752578567797237	2.616201591758859	2.9015716699228835	2.2687366720465336	2.7903337728849547	2.784210402863724	2.2401191773187983
ENSG00000119707	2.9513110441256023	2.539485720381013	2.3762900480414544	2.6386622369630524	2.7484838413584374	2.3323959028671397	2.72465595944146	1.7804507722032383	2.5641630961335684	2.234967018941043	2.83033174590855	2.5301468796845668	2.3300132025472178
ENSG00000112081	2.5791877049152414	2.465997068683663	2.3762900480414544	2.247232541021911	2.0569618562523564	2.4393355930389315	2.806188290740361	2.2086526058801232	2.7470309561500894	2.422340729530659	2.7051926506149173	2.5814021759324444	2.5594694808815084
ENSG00000142534	2.2942398221715004	2.440249656323187	2.443740581876288	2.4999010008205125	2.3121615982006736	2.7431152567738235	2.4304930860071186	2.4483902357090885	2.8117401358578245	2.5302177826161296	2.7486690645314904	2.3584391029237017	2.717209621519688
ENSG00000150753	2.685979875523026	2.6079415370416053	2.22598483706381	2.474779795140703	2.433234844335313	2.4136535814465607	2.6663569225350594	2.283207488987023	2.677843010628103	2.450420473716831	2.4539366213874554	2.326719510962986	2.80114350413161
ENSG00000232573	2.4074687383390714	2.386676417101422	1.947218432174188	2.367464471991997	2.4043128731011283	2.6240212455661163	2.6663569225350594	2.8034959629084995	2.7799088644524943	2.5800845271799484	2.4539366213874554	2.6060771791392203	2.5594694808815084
ENSG00000091527	2.9197449586443605	2.8251523482948606	2.1414128996313955	2.902806755359891	2.971302036390089	2.6448814530778506	2.9054869791678484	2.737302583119265	2.842589356975087	2.873132184549092	2.5094922676809914	2.917668111740643	2.717209621519688
ENSG00000119888	3.0261241264936527	2.8251523482948606	2.7740195691933027	2.9513528295979907	2.3745294445683767	2.8152967825960467	3.058571627792796	2.8854447261282035	2.677843010628103	2.5302177826161296	2.9760191012490176	2.5301468796845668	2.827625718170122
ENSG00000160789	1.8942207677863372	1.8543599417572143	1.3874392024216788	1.5317711737406094	2.0569618562523564	1.918997297292776	1.6711979182348191	1.654006394524844	2.0511492701049217	1.6434695703519833	2.194503286002198	2.151007941877523	1.9085896982075397
ENSG00000135046	2.484698567267668	2.386676417101422	2.0490222138051717	2.3091543838340334	2.3121615982006736	2.3323959028671397	2.571993598287207	2.8034959629084995	2.3401995299890537	2.3636990358420187	2.9760191012490176	2.2600923681785776	2.372100934538747
ENSG00000127022	2.380340632982969	2.515584580233269	2.0490222138051717	2.474779795140703	2.4043128731011283	2.303773374759519	2.5037440563004294	2.3855521425628154	2.4804963409059084	2.4777332335760707	2.7486690645314904	2.2600923681785776	2.3300132025472178
ENSG00000105323	2.6655143647861603	2.7125496910537987	2.56635820688419	2.474779795140703	2.4613437942509466	2.8325564745289613	2.4304930860071186	2.641623479726876	3.0100251998614382	2.3636990358420187	2.612122169072556	2.6991049885520875	2.6255799767242594
ENSG00000149806	2.43388030514666	2.440249656323187	2.3762900480414544	2.3091543838340334	2.56648753502476	2.535935972401916	2.6663569225350594	2.590116535773875	2.71303523555339	2.7578752035584846	2.905826181267292	2.4190106462667242	2.372100934538747
ENSG00000125835	2.459612213447912	2.6511065642734972	2.3039587453607853	2.3091543838340334	2.279455646301881	2.180311846641641	2.5384509643215534	2.4174646861946107	2.435882527167609	2.2687366720465336	2.332609671946015	2.1887071466327632	2.5930709540492063
ENSG00000165502	2.601478015372653	2.672009898488569	1.947218432174188	2.524406565585672	2.6840537487955904	2.685340127345893	2.72465595944146	2.6664150851767108	2.8117401358578245	2.6505110386333426	2.395112047787219	2.6301579595884625	2.5930709540492063
ENSG00000213315	2.6446212505595708	2.515584580233269	1.947218432174188	2.594513824469708	2.433234844335313	2.6240212455661163	2.779742636556036	1.993587358265111	2.5641630961335684	2.7578752035584846	2.2659387583514485	2.7210699427814067	2.657065353270214
ENSG00000106263	2.4074687383390714	2.465997068683663	2.675569635477776	2.4999010008205125	2.433234844335313	2.2126353856990386	2.6358812525486184	2.3855521425628154	2.5232044791625534	2.3330360826740586	2.395112047787219	2.4479739177566144	2.2401191773187983
ENSG00000105971	2.7824598867702033	2.7125496910537987	2.675569635477776	2.7604941030179084	2.828401424527329	2.6448814530778506	2.6044475427180047	2.7598574035108325	2.5232044791625534	2.7163023109465234	2.7903337728849547	2.5301468796845668	2.7459774913169404
ENSG00000149925	2.6655143647861603	2.6924852150526224	2.5069276034413663	2.3953921494655783	2.7274650383022254	2.558695313348544	2.4304930860071186	2.4174646861946107	2.8725153145830737	2.4777332335760707	2.659739783593221	2.4479739177566144	2.488677035812789
