GENES,F20,F18,F22,E18,E19,F24,E22,E24,F23,F19,E23
ENSG00000057019,2.435882527167609,2.8319525534549435,2.5621232530421887,2.601478015372653,2.629756935025604,2.657065353270214,2.422561015629579,2.704971734719701,2.5561028800427184,2.616201591758859,2.5911325565940992
ENSG00000175606,2.7799088644524943,3.3547563304094314,2.83033174590855,3.109085373869432,2.5628289058407345,3.298314493457464,2.7794307992128187,2.779857149932886,3.0353938340617344,2.6664150851767108,2.6616203186014418
ENSG00000242299,2.288690330418187,2.9054869791678484,2.83033174590855,2.685979875523026,2.5856395935587795,2.717209621519688,2.6386622369630524,2.602716602315934,2.2939607339836967,2.641623479726876,2.6151847812854334
ENSG00000147065,2.983994467998088,2.752578567797237,3.041606484772037,2.3237715036903843,2.5856395935587795,2.717209621519688,2.7215097261622607,2.685340127345893,2.2939607339836967,2.8655784833518188,2.6386720581217435
ENSG00000142669,2.435882527167609,2.8815713193954786,1.943286174321888,2.3237715036903843,2.3300698122298296,2.286075966975496,2.1105437308877364,2.3602219269555587,2.2600923681785776,2.4783880156731413,2.433234844335313
ENSG00000075618,2.435882527167609,2.2197703657889907,2.1175694944688788,2.263809412174763,1.6468034764417927,2.286075966975496,1.7107219549169996,2.2743073965860763,2.151007941877523,2.0404600276228955,2.014543438433449
ENSG00000125356,3.196968414084671,2.951667926309592,2.905826181267292,2.459612213447912,2.6924852150526224,2.878574760164208,2.367464471991997,2.7431152567738235,2.8241926215920494,2.737302583119265,2.6151847812854334
ENSG00000171345,2.6035099057532824,2.857069657601491,2.9760191012490176,2.6232822822664517,2.8770303033851587,2.488677035812789,2.7014323991002818,2.8826170600385943,2.8241926215920494,2.8655784833518188,2.6386720581217435
ENSG00000137309,2.71303523555339,2.571993598287207,2.332609671946015,2.352456023311121,2.172715691922316,2.0317205459599017,2.214771748364992,2.180311846641641,2.2939607339836967,2.169181535323699,2.245643741973999
ENSG00000167283,2.8725153145830737,2.8815713193954786,2.7486690645314904,2.7638942158722997,2.358773599664412,2.5930709540492063,2.5716865254970958,2.512646556280003,2.7636033957577584,2.8453095597055285,2.245643741973999
ENSG00000188229,2.5641630961335684,2.6358812525486184,2.9760191012490176,2.352456023311121,2.491098158135223,2.6255799767242594,2.5716865254970958,2.685340127345893,2.676646719185408,2.563332783431971,2.5911325565940992
ENSG00000131711,1.981765143851296,2.5037440563004294,2.194503286002198,2.200021228456535,2.440249656323187,2.2401191773187983,2.2786726752019435,2.180311846641641,2.3891834184862977,2.3184990833745385,2.1367547057079483
ENSG00000150093,2.9015716699228835,2.752578567797237,2.7903337728849547,2.5791877049152414,2.7125496910537987,2.2401191773187983,2.247232541021911,2.3872945794703218,2.784210402863724,2.616201591758859,2.769069933789831
ENSG00000119707,2.5641630961335684,2.72465595944146,2.83033174590855,2.9513110441256023,2.539485720381013,2.3300132025472178,2.6386622369630524,2.3323959028671397,2.5301468796845668,1.7804507722032383,2.7484838413584374
ENSG00000112081,2.7470309561500894,2.806188290740361,2.7051926506149173,2.5791877049152414,2.465997068683663,2.5594694808815084,2.247232541021911,2.4393355930389315,2.5814021759324444,2.2086526058801232,2.0569618562523564
ENSG00000142534,2.8117401358578245,2.4304930860071186,2.7486690645314904,2.2942398221715004,2.440249656323187,2.717209621519688,2.4999010008205125,2.7431152567738235,2.3584391029237017,2.4483902357090885,2.3121615982006736
ENSG00000150753,2.677843010628103,2.6663569225350594,2.4539366213874554,2.685979875523026,2.6079415370416053,2.80114350413161,2.474779795140703,2.4136535814465607,2.326719510962986,2.283207488987023,2.433234844335313
ENSG00000232573,2.7799088644524943,2.6663569225350594,2.4539366213874554,2.4074687383390714,2.386676417101422,2.5594694808815084,2.367464471991997,2.6240212455661163,2.6060771791392203,2.8034959629084995,2.4043128731011283
ENSG00000091527,2.842589356975087,2.9054869791678484,2.5094922676809914,2.9197449586443605,2.8251523482948606,2.717209621519688,2.902806755359891,2.6448814530778506,2.917668111740643,2.737302583119265,2.971302036390089
ENSG00000119888,2.677843010628103,3.058571627792796,2.9760191012490176,3.0261241264936527,2.8251523482948606,2.827625718170122,2.9513528295979907,2.8152967825960467,2.5301468796845668,2.8854447261282035,2.3745294445683767
ENSG00000160789,2.0511492701049217,1.6711979182348191,2.194503286002198,1.8942207677863372,1.8543599417572143,1.9085896982075397,1.5317711737406094,1.918997297292776,2.151007941877523,1.654006394524844,2.0569618562523564
ENSG00000135046,2.3401995299890537,2.571993598287207,2.9760191012490176,2.484698567267668,2.386676417101422,2.372100934538747,2.3091543838340334,2.3323959028671397,2.2600923681785776,2.8034959629084995,2.3121615982006736
ENSG00000127022,2.4804963409059084,2.5037440563004294,2.7486690645314904,2.380340632982969,2.515584580233269,2.3300132025472178,2.474779795140703,2.303773374759519,2.2600923681785776,2.3855521425628154,2.4043128731011283
ENSG00000105323,3.0100251998614382,2.4304930860071186,2.612122169072556,2.6655143647861603,2.7125496910537987,2.6255799767242594,2.474779795140703,2.8325564745289613,2.6991049885520875,2.641623479726876,2.4613437942509466
ENSG00000149806,2.71303523555339,2.6663569225350594,2.905826181267292,2.43388030514666,2.440249656323187,2.372100934538747,2.3091543838340334,2.535935972401916,2.4190106462667242,2.590116535773875,2.56648753502476
ENSG00000125835,2.435882527167609,2.5384509643215534,2.332609671946015,2.459612213447912,2.6511065642734972,2.5930709540492063,2.3091543838340334,2.180311846641641,2.1887071466327632,2.4174646861946107,2.279455646301881
ENSG00000165502,2.8117401358578245,2.72465595944146,2.395112047787219,2.601478015372653,2.672009898488569,2.5930709540492063,2.524406565585672,2.685340127345893,2.6301579595884625,2.6664150851767108,2.6840537487955904
ENSG00000213315,2.5641630961335684,2.779742636556036,2.2659387583514485,2.6446212505595708,2.515584580233269,2.657065353270214,2.594513824469708,2.6240212455661163,2.7210699427814067,1.993587358265111,2.433234844335313
ENSG00000106263,2.5232044791625534,2.6358812525486184,2.395112047787219,2.4074687383390714,2.465997068683663,2.2401191773187983,2.4999010008205125,2.2126353856990386,2.4479739177566144,2.3855521425628154,2.433234844335313
ENSG00000105971,2.5232044791625534,2.6044475427180047,2.7903337728849547,2.7824598867702033,2.7125496910537987,2.7459774913169404,2.7604941030179084,2.6448814530778506,2.5301468796845668,2.7598574035108325,2.828401424527329
ENSG00000149925,2.8725153145830737,2.4304930860071186,2.659739783593221,2.6655143647861603,2.6924852150526224,2.488677035812789,2.3953921494655783,2.558695313348544,2.4479739177566144,2.4174646861946107,2.7274650383022254
