,E18,E19,E20,E22,E23,E24,F18,F19,F20,F21,F22,F23,F24
ENSG00000164924,2.43388030514666,2.8427457367611098,2.303958745360785,2.721509726162261,2.6386720581217435,2.535935972401916,2.752578567797237,2.590116535773875,2.6035099057532824,2.627582247514544,2.6121221690725553,2.676646719185408,2.6570653532702146
ENSG00000131236,2.8006871468137056,3.1548009296526702,2.443740581876288,2.9354312334490333,3.0040498700455274,2.849523316843982,3.0983259662941856,2.96118357354665,3.0842831085952045,2.8731321845490916,3.103155660693246,2.6991049885520875,2.80114350413161
ENSG00000111669,3.054549504457584,2.8770303033851587,2.984602437172058,2.9192520330759186,2.847421287247678,3.0745496872140334,2.973982510845168,2.590116535773875,3.1754243532599418,2.992697369858837,2.7903337728849547,2.9527416450062773,3.0174830441749068
ENSG00000011304,2.2942398221715004,2.651106564273497,2.9056076788892424,2.616831646223609,2.6840537487955904,2.9757944296976437,3.1176257725304803,2.803495962908499,2.842589356975087,2.3330360826740586,2.562123253042189,2.530146879684567,2.80114350413161
ENSG00000164111,2.166533415171936,2.206229769791662,2.5069276034413663,2.5945138244697077,2.245643741973999,2.112350687559125,2.571993598287207,2.3855521425628154,2.288690330418187,2.1262241646569886,2.395112047787219,2.326719510962986,2.687589585885237
ENSG00000145741,2.6446212505595708,2.607941537041605,1.947218432174188,2.7014323991002818,2.70599494256096,2.4888017836255716,2.5037440563004294,2.3525875218069245,2.5232044791625534,2.580084527179948,2.6597397835932215,2.5561028800427184,2.7459774913169404
ENSG00000118181,2.4074687383390714,2.515584580233269,2.5069276034413663,2.721509726162261,2.809012781138686,2.779857149932886,2.752578567797237,2.6664150851767108,2.9572679859105775,2.393449677138221,2.7903337728849547,2.8626375306542107,2.7739408606177527
ENSG00000147403,2.782459886770203,2.651106564273497,2.3762900480414544,2.9670248962424384,2.461343794250947,2.7616549397016033,2.7797426365560356,2.96118357354665,2.677843010628103,2.694849258026107,2.868791220689736,2.6536724656594326,2.878574760164208
ENSG00000106803,2.352456023311121,2.138039356080488,2.7740195691933027,2.5244065655856716,2.461343794250947,2.243946745433073,2.6044475427180047,2.3184990833745385,2.677843010628103,2.004197054157182,2.74866906453149,2.784210402863724,2.5594694808815084
ENSG00000142089,1.6971643667905076,1.306656889096427,2.049022213805172,1.5317711737406094,1.97024568578297,1.623318283324109,1.3920215809947856,1.5842348288786967,1.9817651438512962,1.2720201853206812,1.8432488097967388,1.0922310265363588,1.6897511091439459
ENSG00000150991,2.509170966414484,2.2700656117557756,1.8338635979715134,2.3674644719919975,2.769069933789831,2.3602219269555587,2.8319525534549435,2.3855521425628154,2.564163096133568,2.604115365022069,2.395112047787219,2.5561028800427184,2.240119177318798
ENSG00000100097,2.0200969749905093,2.02615347403885,1.7059969450600094,1.952167593170371,2.0976539322904615,2.3602219269555587,2.3917519732811154,1.9935873582651107,2.4804963409059084,1.7604580092244055,1.943286174321888,1.601775496823157,2.088030949626998
ENSG00000181524,2.706034935182693,2.607941537041605,2.5069276034413663,2.721509726162261,2.6840537487955904,2.8826170600385943,2.8815713193954786,2.616201591758859,2.71303523555339,2.926133891906244,3.242250632532006,2.80440132114647,2.878574760164208
ENSG00000103187,2.4846985672676674,2.465997068683663,2.7260056620491335,2.4999010008205125,2.4043128731011283,2.5586953133485437,2.3917519732811154,2.3184990833745385,2.564163096133568,2.393449677138221,2.7051926506149173,2.2600923681785776,2.6570653532702146
ENSG00000204525,1.6971643667905076,0.7872049097540249,1.1797118194452543,1.5950469851464726,1.5202824910847432,1.5015126666963874,1.586513471412278,1.2430776505146903,1.7390009033819023,1.1777458874033633,1.606989083719597,1.1972714076684876,1.6046904234017885
ENSG00000111057,2.9513110441256023,2.8600349418162354,2.7260056620491335,2.9354312334490333,2.884408983024181,2.9302906052810775,2.857069657601491,2.845309559705529,3.0100251998614382,2.8731321845490916,2.74866906453149,3.0031480051672945,2.9031078009639892
ENSG00000088832,2.8361742607509437,2.515584580233269,2.56635820688419,2.5483259438454295,2.5664875350247596,2.7049717347197015,2.4677891343364937,2.507512074908348,2.8725153145830737,2.5302177826161296,2.6121221690725553,2.476121876876139,2.451308227429758
ENSG00000131143,2.533058745809741,2.651106564273497,2.22598483706381,2.7794307992128187,2.828401424527329,2.743115256773823,2.752578567797237,2.641623479726876,2.901571669922883,2.5554619592236025,2.6597397835932215,2.5561028800427184,2.687589585885237
ENSG00000089280,2.3237715036903843,2.413821755312331,2.303958745360785,2.5483259438454295,2.7274650383022254,2.4136535814465607,3.0786463349647812,2.535811872549662,2.5232044791625534,2.6505110386333426,2.562123253042189,2.151007941877523,2.5246995738640385
ENSG00000140264,2.200021228456535,2.607941537041605,2.5069276034413663,2.214771748364992,2.210648463975134,2.0765557573408437,2.571993598287207,2.0404600276228955,2.3401995299890537,2.163801100621172,2.7903337728849547,1.8889767132421191,2.141338814912252
ENSG00000182774,2.4846985672676674,2.7322194898685526,2.049022213805172,2.474779795140703,2.4886841852663344,2.580948172510918,2.695931228049864,2.781914704807594,3.0353954882059933,2.891113364935488,2.6597397835932215,2.530146879684567,2.9031078009639892
ENSG00000113739,2.3237715036903843,2.5394857203810135,2.049022213805172,1.9941745167476825,2.210648463975134,1.9607746414466645,2.309453831212128,1.9935873582651107,2.389184996784349,2.163801100621172,2.2659387583514485,1.7837765086213297,2.286075966975496
ENSG00000102172,2.8006871468137056,2.9579269007463145,2.9056076788892424,2.721509726162261,2.884408983024181,2.779857149932886,2.9288440140377667,3.159070988135442,2.8725153145830737,2.6505110386333426,2.6597397835932215,2.676646719185408,2.853424679688444
ENSG00000173113,2.533058745809741,2.5628289058407345,2.56635820688419,2.214771748364992,2.433234844335313,2.2126353856990386,2.4677891343364937,2.563332783431971,2.389184996784349,2.087179884903007,2.0342198732465473,2.1887071466327632,2.1919481955522104
ENSG00000117724,2.9197449586443605,2.7515098393912547,2.7260056620491335,2.7014323991002818,2.174383965551798,2.2126353856990386,2.695931228049864,2.283207488987023,2.641366975548028,2.3330360826740586,2.83033174590855,2.419010646266724,2.1919481955522104
ENSG00000123689,2.8871498860943094,3.10239245311238,3.021876657129415,3.0273667443330994,2.9024021346432187,2.990513586693754,2.9958100041656404,2.7373025831192646,3.3901775291362153,2.694849258026107,2.9415383956152477,2.899658984471011,2.80114350413161
ENSG00000139644,2.4846985672676674,2.413821755312331,2.303958745360785,2.5483259438454295,2.3121615982006736,2.4888017836255716,2.6044475427180047,2.2086526058801232,2.5232044791625534,2.3636990358420187,2.2659387583514485,2.476121876876139,2.412488600473205
ENSG00000170889,2.6446212505595708,2.172715691922316,2.303958745360785,2.3674644719919975,2.4886841852663344,2.6853401273458934,2.7797426365560356,2.4483902357090885,2.71303523555339,2.393449677138221,2.332609671946015,2.5561028800427184,2.286075966975496
ENSG00000245910,2.9513110441256023,2.6924852150526224,2.9458848767833326,2.9670248962424384,2.5911325565940992,2.7616549397016033,3.0380856566550207,2.9049239769000628,3.1754243532599418,2.8731321845490916,3.0416064847720374,2.8435998161256606,2.927053355732266
ENSG00000062716,2.058764974173753,2.064856497291994,2.443740581876288,2.073238637848157,2.0976539322904615,1.564268905689142,2.5037440563004294,1.9444091313052738,2.5232044791625534,1.9136998046446299,2.868791220689736,2.151007941877523,2.088030949626998
ENSG00000158417,2.8871498860943094,2.7890088431042375,2.9056076788892424,2.721509726162261,3.0200302159305794,2.9302906052810775,2.6044475427180047,2.590116535773875,2.7470309561500894,2.797788553311294,2.7051926506149173,2.899658984471011,2.5594694808815084
ENSG00000088247,2.7638942158723,2.607941537041605,2.5069276034413663,2.1812217989144536,2.3121615982006736,2.665315389298337,2.6358812525486184,2.7373025831192646,2.641366975548028,2.580084527179948,2.6121221690725553,2.7636033957577584,2.6570653532702146
ENSG00000088986,2.3803406329829695,2.58563959355878,2.443740581876288,2.6809436996161873,2.6840537487955904,2.3602219269555587,2.857069657601491,2.507512074908348,2.8725153145830737,2.7578752035584846,2.83033174590855,2.60607717913922,2.853424679688444
ENSG00000113810,2.5791877049152414,2.712549691053799,2.049022213805172,2.6386622369630524,2.7484838413584374,2.580948172510918,2.72465595944146,2.641623479726876,2.641366975548028,2.4777332335760707,2.6597397835932215,2.419010646266724,1.7681402545969311
ENSG00000130826,2.782459886770203,3.351189775124062,2.984602437172058,2.798015551282359,3.0963120338689114,2.779857149932886,2.8319525534549435,2.641623479726876,2.4804963409059084,2.7163023109465234,2.868791220689736,2.5814021759324444,2.878574760164208
ENSG00000198258,2.5791877049152414,2.440249656323187,2.22598483706381,2.616831646223609,2.343831661134702,2.2743073965860763,3.1176257725304803,2.4783880156731413,2.677843010628103,2.5554619592236025,2.2659387583514485,2.7210699427814067,2.5594694808815084
ENSG00000106028,2.43388030514666,2.465997068683663,2.6224540728668497,2.3091543838340334,2.6386720581217435,2.535935972401916,2.6663569225350594,2.4483902357090885,2.842589356975087,2.7578752035584846,2.6121221690725553,2.676646719185408,2.80114350413161
ENSG00000057019,2.601478015372653,2.629756935025604,1.947218432174188,2.422561015629579,2.5911325565940992,2.7049717347197015,2.8319525534549435,2.616201591758859,2.4358825271676094,2.580084527179948,2.562123253042189,2.5561028800427184,2.6570653532702146
ENSG00000175606,3.1090853738694317,2.5628289058407345,2.675569635477776,2.7794307992128187,2.661620318601442,2.779857149932886,3.354756330409432,2.6664150851767108,2.779908864452494,2.580084527179948,2.83033174590855,3.0353938340617344,3.298314493457464
ENSG00000242299,2.685979875523026,2.58563959355878,2.1414128996313955,2.6386622369630524,2.6151847812854334,2.602716602315934,2.9054869791678484,2.641623479726876,2.288690330418187,2.9599693657422064,2.83033174590855,2.293960733983697,2.7172096215196877
ENSG00000147065,2.3237715036903843,2.58563959355878,2.1414128996313955,2.721509726162261,2.6386720581217435,2.6853401273458934,2.752578567797237,2.8655784833518188,2.983994467998088,2.450420473716831,3.0416064847720374,2.293960733983697,2.7172096215196877
ENSG00000142669,2.3237715036903843,2.3300698122298296,2.6224540728668497,2.1105437308877364,2.433234844335313,2.3602219269555587,2.8815713193954786,2.4783880156731413,2.4358825271676094,2.087179884903007,1.943286174321888,2.2600923681785776,2.286075966975496
ENSG00000075618,2.263809412174763,1.6468034764417927,1.7059969450600094,1.7107219549169996,2.014543438433449,2.2743073965860763,2.219770365788991,2.0404600276228955,2.4358825271676094,2.393449677138221,2.1175694944688788,2.151007941877523,2.286075966975496
ENSG00000125356,2.4596122134479117,2.6924852150526224,3.092499296769928,2.3674644719919975,2.6151847812854334,2.743115256773823,2.9516679263095917,2.7373025831192646,3.196968414084671,2.604115365022069,2.9058261812672916,2.82419262159205,2.878574760164208
ENSG00000171345,2.623282282266452,2.8770303033851587,2.8636398982712126,2.7014323991002818,2.6386720581217435,2.8826170600385943,2.857069657601491,2.8655784833518188,2.6035099057532824,2.8731321845490916,2.9760191012490176,2.82419262159205,2.488677035812789
ENSG00000137309,2.352456023311121,2.172715691922316,2.049022213805172,2.214771748364992,2.245643741973999,2.180311846641641,2.571993598287207,2.169181535323699,2.71303523555339,2.0465489914439448,2.332609671946015,2.293960733983697,2.031720545959902
ENSG00000167283,2.7638942158723,2.358773599664412,2.8198333733461753,2.5716865254970953,2.245643741973999,2.512646556280003,2.8815713193954786,2.845309559705529,2.8725153145830737,2.5043197970686464,2.74866906453149,2.7636033957577584,2.593070954049206
ENSG00000188229,2.352456023311121,2.491098158135223,1.947218432174188,2.5716865254970953,2.5911325565940992,2.6853401273458934,2.6358812525486184,2.563332783431971,2.564163096133568,2.2687366720465336,2.9760191012490176,2.676646719185408,2.625579976724259
ENSG00000131711,2.200021228456535,2.440249656323187,1.947218432174188,2.2786726752019435,2.136754705707948,2.180311846641641,2.5037440563004294,2.3184990833745385,1.9817651438512962,2.1262241646569886,2.194503286002198,2.3891834184862977,2.240119177318798
ENSG00000150093,2.5791877049152414,2.712549691053799,2.303958745360785,2.247232541021911,2.769069933789831,2.387294579470322,2.752578567797237,2.616201591758859,2.901571669922883,2.2687366720465336,2.7903337728849547,2.784210402863724,2.240119177318798
ENSG00000119707,2.9513110441256023,2.5394857203810135,2.3762900480414544,2.6386622369630524,2.7484838413584374,2.3323959028671393,2.72465595944146,1.7804507722032383,2.564163096133568,2.234967018941043,2.83033174590855,2.530146879684567,2.3300132025472178
ENSG00000112081,2.5791877049152414,2.465997068683663,2.3762900480414544,2.247232541021911,2.0569618562523564,2.4393355930389315,2.8061882907403612,2.2086526058801232,2.7470309561500894,2.422340729530659,2.7051926506149173,2.5814021759324444,2.5594694808815084
ENSG00000142534,2.2942398221715004,2.440249656323187,2.443740581876288,2.4999010008205125,2.3121615982006736,2.743115256773823,2.4304930860071186,2.4483902357090885,2.8117401358578245,2.5302177826161296,2.74866906453149,2.358439102923702,2.7172096215196877
ENSG00000150753,2.685979875523026,2.607941537041605,2.22598483706381,2.474779795140703,2.433234844335313,2.4136535814465607,2.6663569225350594,2.283207488987023,2.677843010628103,2.450420473716831,2.4539366213874554,2.326719510962986,2.80114350413161
ENSG00000232573,2.4074687383390714,2.386676417101422,1.947218432174188,2.3674644719919975,2.4043128731011283,2.6240212455661163,2.6663569225350594,2.803495962908499,2.779908864452494,2.580084527179948,2.4539366213874554,2.60607717913922,2.5594694808815084
ENSG00000091527,2.9197449586443605,2.8251523482948606,2.1414128996313955,2.902806755359891,2.971302036390089,2.6448814530778506,2.9054869791678484,2.7373025831192646,2.842589356975087,2.8731321845490916,2.509492267680992,2.917668111740643,2.7172096215196877
ENSG00000119888,3.0261241264936527,2.8251523482948606,2.7740195691933027,2.95135282959799,2.374529444568377,2.8152967825960467,3.0585716277927957,2.8854447261282035,2.677843010628103,2.5302177826161296,2.9760191012490176,2.530146879684567,2.827625718170122
ENSG00000160789,1.8942207677863374,1.8543599417572143,1.3874392024216788,1.5317711737406094,2.0569618562523564,1.9189972972927762,1.6711979182348193,1.654006394524844,2.051149270104922,1.6434695703519833,2.194503286002198,2.151007941877523,1.9085896982075394
ENSG00000135046,2.4846985672676674,2.386676417101422,2.049022213805172,2.3091543838340334,2.3121615982006736,2.3323959028671393,2.571993598287207,2.803495962908499,2.3401995299890537,2.3636990358420187,2.9760191012490176,2.2600923681785776,2.372100934538747
ENSG00000127022,2.3803406329829695,2.515584580233269,2.049022213805172,2.474779795140703,2.4043128731011283,2.303773374759519,2.5037440563004294,2.3855521425628154,2.4804963409059084,2.4777332335760707,2.74866906453149,2.2600923681785776,2.3300132025472178
ENSG00000105323,2.6655143647861603,2.712549691053799,2.56635820688419,2.474779795140703,2.461343794250947,2.8325564745289613,2.4304930860071186,2.641623479726876,3.0100251998614382,2.3636990358420187,2.6121221690725553,2.6991049885520875,2.625579976724259
ENSG00000149806,2.43388030514666,2.440249656323187,2.3762900480414544,2.3091543838340334,2.5664875350247596,2.535935972401916,2.6663569225350594,2.590116535773875,2.71303523555339,2.7578752035584846,2.9058261812672916,2.419010646266724,2.372100934538747
ENSG00000125835,2.4596122134479117,2.651106564273497,2.303958745360785,2.3091543838340334,2.279455646301881,2.180311846641641,2.5384509643215534,2.4174646861946107,2.4358825271676094,2.2687366720465336,2.332609671946015,2.1887071466327632,2.593070954049206
ENSG00000165502,2.601478015372653,2.672009898488569,1.947218432174188,2.5244065655856716,2.6840537487955904,2.6853401273458934,2.72465595944146,2.6664150851767108,2.8117401358578245,2.6505110386333426,2.395112047787219,2.6301579595884625,2.593070954049206
ENSG00000213315,2.6446212505595708,2.515584580233269,1.947218432174188,2.5945138244697077,2.433234844335313,2.6240212455661163,2.7797426365560356,1.9935873582651107,2.564163096133568,2.7578752035584846,2.2659387583514485,2.7210699427814067,2.6570653532702146
ENSG00000106263,2.4074687383390714,2.465997068683663,2.675569635477776,2.4999010008205125,2.433234844335313,2.2126353856990386,2.6358812525486184,2.3855521425628154,2.5232044791625534,2.3330360826740586,2.395112047787219,2.447973917756614,2.240119177318798
ENSG00000105971,2.782459886770203,2.712549691053799,2.675569635477776,2.7604941030179084,2.828401424527329,2.6448814530778506,2.6044475427180047,2.7598574035108325,2.5232044791625534,2.7163023109465234,2.7903337728849547,2.530146879684567,2.7459774913169404
ENSG00000149925,2.6655143647861603,2.6924852150526224,2.5069276034413663,2.3953921494655783,2.7274650383022254,2.5586953133485437,2.4304930860071186,2.4174646861946107,2.8725153145830737,2.4777332335760707,2.6597397835932215,2.447973917756614,2.488677035812789
